No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Forward P/E,PEG,P/S,P/B,P/Cash,P/Free Cash Flow,EPS growth this year,EPS growth next year,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,Dividend Yield,Return on Assets,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Total Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Earnings Date,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Ownership,Institutional Transactions,Float Short,Short Ratio,Average Volume,Performance (Week),Performance (Month),Performance (Quarter),Performance (Half Year),Performance (Year),Performance (YTD),Volatility (Week),Volatility (Month),Analyst Recom,Relative Volume,Beta,Average True Range,20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap
308,MMC,"Marsh & McLennan Companies, Inc.",Financial,Insurance Brokers,USA,83268.9,28.09,169.38,0.70%,1629178,20.34,3.09,4.02,7.94,57.75,44.84,-1.40%,9.93%,10.00%,9.08%,8.10%,1.39%,9.20%,29.20%,14.90%,1.2,1.2,1.07,1.09,,20.70%,14.70%,4/20/2023 8:30:00 AM,493.0,490.05,0.12%,-14.53%,90.80%,-2.00%,0.57%,1.69,1647.47,2.73%,4.39%,1.95%,6.37%,-0.33%,2.36%,1.40%,1.81%,2.8,0.99,0.92,2.84,5.30%,2.43%,3.79%,-7.51%,18.17%,63.73,0.81%,-0.11%
309,MMM,3M Company,Industrials,Conglomerates,USA,56409.47,10.01,101.56,-0.71%,2416084,10.69,71.51,1.65,3.81,14.49,119.26,0.60%,10.11%,2.10%,0.14%,1.60%,5.91%,12.60%,40.20%,19.30%,1.5,1.0,0.95,1.08,43.80%,19.10%,16.90%,1/24/2023 8:30:00 AM,551.9,543.75,0.12%,-0.98%,68.10%,-1.00%,2.49%,3.72,3637.36,-1.19%,-5.23%,-17.40%,-11.82%,-31.79%,-15.31%,1.76%,2.09%,3.3,0.66,0.95,2.12,-1.47%,-6.58%,-16.85%,-34.33%,1.40%,38.17,-0.77%,0.06%
310,MNST,Monster Beverage Corporation,Consumer Defensive,Beverages - Non-Alcoholic,USA,55166.45,37.46,52.56,-0.45%,5512176,29.95,1.51,8.74,3.91,20.67,78.92,-13.10%,17.39%,24.50%,24.86%,13.40%,,14.50%,17.30%,17.10%,4.8,3.8,0.0,0.0,50.30%,25.10%,18.90%,2/28/2023 4:30:00 PM,1044.82,751.99,0.30%,-4.91%,69.00%,0.70%,1.30%,2.36,4145.02,0.13%,1.94%,4.72%,14.04%,28.35%,3.54%,2.44%,1.99%,2.2,1.33,0.86,1.05,1.36%,1.85%,8.27%,-3.60%,32.79%,53.91,0.17%,-0.62%
311,MO,"Altria Group, Inc.",Consumer Defensive,Tobacco,USA,79332.43,13.93,44.43,0.00%,6332610,8.38,3.0,3.16,,19.69,54.64,138.70%,4.85%,-2.20%,4.64%,-0.40%,8.46%,15.60%,-186.00%,45.30%,0.8,0.7,,,56.50%,47.50%,22.90%,4/27/2023 8:30:00 AM,1792.0,1783.57,0.10%,0.00%,59.60%,-1.44%,0.89%,1.86,8556.6,-0.16%,-5.06%,-2.07%,3.57%,-15.60%,-2.80%,1.16%,1.57%,2.8,0.74,0.62,0.71,-1.93%,-3.59%,-0.97%,-22.12%,10.11%,40.55,0.07%,-0.07%
312,MOH,"Molina Healthcare, Inc.",Healthcare,Healthcare Plans,USA,16543.07,21.08,285.57,0.58%,583127,12.42,1.18,0.52,5.57,2.2,24.26,20.40%,16.15%,29.60%,17.83%,10.00%,,6.30%,27.20%,16.80%,1.5,1.5,0.81,0.81,15.00%,3.70%,2.50%,4/26/2023 4:30:00 PM,57.8,57.62,0.80%,-2.55%,98.00%,-3.17%,2.03%,2.28,511.01,7.35%,5.97%,-4.34%,-19.44%,-13.28%,-13.52%,2.00%,2.21%,2.5,1.14,0.67,6.17,7.16%,0.98%,-9.08%,-23.64%,14.33%,65.24,0.00%,0.58%
313,MOS,The Mosaic Company,Basic Materials,Agricultural Inputs,USA,15576.21,4.37,43.67,-5.66%,6379342,7.79,,0.81,1.23,21.18,6.25,135.50%,-19.64%,58.70%,,20.90%,1.83%,15.20%,30.50%,22.70%,1.2,0.5,0.2,0.3,30.10%,25.00%,18.70%,2/22/2023 4:30:00 PM,340.1,333.12,0.29%,0.00%,90.60%,-1.77%,3.06%,2.34,4346.03,-3.51%,-19.21%,-1.77%,-14.07%,-35.20%,0.07%,3.12%,3.89%,2.9,1.47,1.5,1.86,-3.81%,-10.47%,-11.84%,-44.63%,6.10%,38.92,-1.42%,-4.30%
314,MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,USA,58608.59,4.53,128.68,-3.04%,3276553,9.36,,0.33,2.15,4.98,4.63,-19.90%,-34.44%,49.30%,,18.90%,2.33%,15.80%,55.60%,31.20%,1.8,1.3,0.92,0.96,15.20%,12.00%,8.10%,5/2/2023 8:30:00 AM,464.0,440.7,0.20%,-32.48%,79.50%,-7.55%,2.77%,3.05,4009.47,-3.93%,0.63%,11.19%,19.61%,51.91%,10.56%,4.79%,3.78%,1.9,0.82,1.63,5.13,0.15%,1.23%,16.89%,-7.31%,65.78%,49.87,-3.21%,0.18%
315,MPWR,"Monolithic Power Systems, Inc.",Technology,Semiconductors,USA,22392.28,52.34,473.61,0.06%,299027,30.18,2.09,12.48,13.33,30.35,448.74,79.10%,18.93%,27.50%,25.00%,30.70%,0.84%,23.40%,29.40%,26.30%,5.4,3.7,0.0,0.0,58.40%,29.40%,24.40%,2/8/2023 4:30:00 PM,46.98,45.64,3.90%,-11.22%,,4.62%,5.60%,4.98,513.26,-4.86%,-6.17%,36.46%,18.45%,7.79%,33.94%,3.23%,4.13%,1.9,0.58,1.14,19.32,-3.24%,-1.90%,12.40%,-12.52%,56.99%,45.23,1.52%,-1.43%
316,MRK,"Merck & Co., Inc.",Healthcare,Drug Manufacturers - General,USA,283993.83,19.66,112.33,0.38%,6892482,13.18,1.88,4.79,6.19,21.53,36.91,17.40%,23.58%,25.60%,10.47%,8.10%,2.60%,13.50%,33.30%,20.90%,1.5,1.2,0.63,0.67,71.00%,30.30%,24.50%,4/27/2023 8:30:00 AM,2535.0,2532.66,0.10%,-54.99%,76.60%,0.64%,0.77%,2.24,8733.71,6.05%,3.74%,-1.15%,27.08%,34.17%,1.24%,2.11%,2.24%,2.0,0.79,0.35,2.32,5.42%,4.82%,12.84%,-2.74%,35.26%,65.26,-0.59%,0.97%
317,MRNA,"Moderna, Inc.",Healthcare,Biotechnology,USA,59629.81,7.93,158.27,2.37%,2612168,,,3.1,3.21,6.02,13.02,-29.00%,-49.80%,92.10%,,147.90%,,31.70%,46.30%,40.60%,2.7,2.5,0.05,0.06,71.90%,48.90%,43.40%,2/23/2023 8:30:00 AM,388.0,346.94,2.40%,-21.17%,65.90%,0.91%,4.58%,4.46,3565.05,7.35%,11.39%,-8.78%,25.99%,-2.33%,-11.89%,3.61%,3.77%,2.4,0.73,1.7,5.55,5.62%,0.40%,-0.58%,-27.15%,37.59%,56.52,2.11%,0.25%
318,MRO,Marathon Oil Corporation,Energy,Oil & Gas E&P,USA,16181.98,4.92,25.52,-0.70%,7869750,6.16,,2.0,1.43,48.45,4.31,338.00%,24.02%,48.30%,-9.25%,11.40%,1.57%,19.50%,31.80%,21.80%,0.7,0.7,0.49,0.52,91.50%,48.90%,44.70%,5/3/2023 4:30:00 PM,637.0,626.67,0.20%,-30.36%,79.30%,-5.59%,2.75%,1.59,10816.05,7.63%,0.51%,-1.35%,-6.14%,2.90%,-5.73%,2.92%,4.06%,2.2,0.73,2.39,1.01,9.63%,1.37%,-1.69%,-23.64%,31.41%,57.77,0.04%,-0.74%
319,MS,Morgan Stanley,Financial,Capital Markets,USA,140980.37,13.72,84.19,0.44%,3876921,10.48,2.67,2.14,1.52,1.1,,-23.40%,15.24%,10.50%,5.13%,8.60%,3.68%,0.90%,11.30%,1.50%,,,2.56,7.36,76.10%,21.40%,16.00%,4/19/2023 8:30:00 AM,1652.0,1307.99,0.20%,-16.35%,63.80%,-1.00%,1.48%,2.41,8016.39,-2.23%,-12.21%,-2.01%,1.30%,-1.28%,-0.98%,2.08%,2.95%,2.3,0.48,1.33,2.4,-2.90%,-9.89%,-3.32%,-16.64%,16.85%,38.01,0.55%,-0.11%
320,MSCI,MSCI Inc.,Financial,Financial Data & Stock Exchanges,USA,43102.91,49.79,533.65,-0.88%,328197,35.74,3.91,19.17,,43.38,60.8,23.30%,16.04%,23.80%,12.74%,12.00%,1.03%,18.00%,-87.30%,29.50%,1.4,1.4,,,82.00%,53.70%,38.70%,4/25/2023 8:30:00 AM,79.98,77.5,0.10%,-14.56%,92.80%,-2.72%,1.16%,2.08,433.23,-2.75%,-0.41%,16.23%,19.26%,3.98%,14.72%,1.89%,2.46%,2.4,0.76,1.15,13.2,-1.89%,-1.32%,10.74%,-6.79%,41.77%,45.39,-0.10%,-0.77%
321,MSFT,Microsoft Corporation,Technology,Software - Infrastructure,USA,2116569.9,32.42,291.6,2.55%,29708426,27.12,2.65,10.37,11.86,21.27,52.06,19.80%,14.88%,24.30%,12.21%,15.50%,0.93%,18.80%,39.30%,31.30%,1.9,1.9,0.32,0.35,68.20%,40.50%,33.00%,1/24/2023 4:30:00 PM,7451.0,7438.05,0.06%,-0.74%,72.40%,0.48%,0.48%,1.12,32036.84,2.66%,14.94%,31.17%,17.01%,-6.20%,21.59%,2.09%,2.43%,1.9,0.93,0.93,6.42,6.49%,10.83%,14.88%,-5.02%,36.62%,68.75,2.98%,-0.41%
322,MSI,"Motorola Solutions, Inc.",Technology,Communication Equipment,USA,47918.91,35.75,283.46,-0.94%,795140,22.71,3.61,5.26,410.81,36.17,46.21,10.60%,11.21%,12.40%,9.89%,7.40%,1.24%,11.40%,-518.70%,24.60%,1.2,0.9,51.84,51.84,46.40%,18.20%,15.00%,2/9/2023 4:30:00 PM,167.5,166.35,0.10%,-67.71%,88.30%,0.36%,0.75%,1.82,689.52,0.64%,5.93%,11.11%,19.67%,19.37%,9.99%,1.11%,1.81%,2.1,1.15,0.94,4.86,4.18%,6.36%,13.93%,-0.97%,45.23%,63.85,-0.17%,-0.77%
323,MTB,M&T Bank Corporation,Financial,Banks - Regional,USA,19730.6,10.71,117.57,0.14%,1473293,6.78,0.82,3.16,0.86,0.72,5.52,-16.40%,1.14%,4.50%,13.03%,8.40%,4.42%,1.00%,8.80%,17.20%,,,0.17,0.17,,84.90%,30.30%,4/17/2023 8:30:00 AM,171.27,167.59,0.10%,0.23%,86.70%,-1.29%,2.03%,1.77,1926.28,-1.69%,-16.25%,-19.60%,-36.73%,-28.21%,-18.95%,3.05%,5.01%,2.3,0.76,0.77,5.06,-3.68%,-17.29%,-27.30%,-39.22%,6.88%,33.94,-0.18%,0.32%
324,MTCH,"Match Group, Inc.",Communication Services,Internet Content & Information,USA,10058.4,28.81,35.72,-0.81%,6242807,13.93,1.74,3.15,,17.31,21.1,37.10%,21.51%,-3.80%,16.55%,19.10%,,8.40%,-88.60%,14.50%,1.6,1.6,,,69.90%,16.10%,11.40%,1/31/2023 4:30:00 PM,279.39,277.47,0.40%,-0.67%,97.60%,-3.31%,4.03%,2.66,4202.57,-5.03%,-6.17%,-15.95%,-30.02%,-66.91%,-13.91%,3.83%,3.99%,2.2,1.49,1.07,1.63,-5.34%,-15.97%,-30.41%,-66.51%,3.18%,33.75,0.06%,-0.86%
325,MTD,Mettler-Toledo International Inc.,Healthcare,Diagnostics & Research,USA,33770.7,39.02,1500.92,-1.89%,96402,30.63,3.17,8.62,1340.11,351.78,45.77,17.20%,11.61%,17.70%,12.30%,7.50%,,25.90%,,42.80%,1.2,0.8,76.96,81.23,58.90%,27.30%,22.30%,2/9/2023 4:30:00 PM,22.21,21.96,0.10%,-79.46%,96.40%,-0.81%,1.50%,3.67,89.75,0.08%,0.72%,0.77%,24.82%,11.26%,3.84%,1.76%,2.30%,2.6,1.07,1.17,34.27,1.44%,0.15%,10.92%,-6.73%,40.86%,51.99,-1.87%,-0.02%
326,MU,"Micron Technology, Inc.",Technology,Semiconductors,USA,62402.12,42.07,58.56,2.70%,21384875,146.77,,2.71,1.35,5.77,,50.70%,109.00%,11.90%,,8.60%,0.79%,2.40%,3.30%,15.40%,4.2,2.6,0.25,0.26,27.50%,8.70%,7.00%,3/28/2023 4:30:00 PM,1091.0,1087.78,0.20%,-6.04%,82.40%,-1.32%,1.94%,1.36,15522.8,-7.18%,2.94%,7.04%,7.00%,-21.51%,17.17%,3.58%,3.58%,2.3,1.38,1.41,2.27,0.71%,-0.88%,2.53%,-23.18%,20.92%,49.69,2.92%,-0.21%
327,NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Cyclical,Travel Services,USA,5451.35,,13.08,1.24%,9870557,8.33,,1.13,81.75,5.76,,56.10%,108.50%,-29.60%,,-2.10%,,-12.00%,-315.50%,-12.70%,0.4,0.3,184.12,198.56,11.90%,-36.00%,-46.90%,2/28/2023 8:30:00 AM,421.42,419.66,0.70%,-5.20%,58.80%,-1.28%,10.18%,2.88,14824.68,-1.43%,-14.40%,2.51%,-1.06%,-41.05%,6.86%,3.26%,4.31%,2.4,0.67,2.49,0.61,0.33%,-12.93%,-8.37%,-43.40%,26.87%,42.94,0.46%,0.77%
328,NDAQ,"Nasdaq, Inc.",Financial,Financial Data & Stock Exchanges,USA,26679.75,24.27,54.9,0.62%,2440149,18.83,4.39,4.29,4.38,39.06,22.78,-3.80%,7.80%,12.40%,5.53%,9.50%,1.46%,5.20%,18.90%,10.50%,1.0,1.0,0.77,0.88,57.50%,25.10%,18.10%,4/19/2023 8:30:00 AM,491.27,340.98,0.30%,-2.68%,77.70%,0.05%,1.50%,2.01,2539.11,1.61%,-0.42%,-8.86%,-8.07%,-9.53%,-10.51%,1.26%,1.99%,2.5,0.96,0.97,1.01,2.86%,-2.43%,-7.34%,-20.69%,17.38%,52.22,0.49%,0.13%
329,NDSN,Nordson Corporation,Industrials,Specialty Industrial Machinery,USA,12122.35,24.49,210.02,-0.80%,236338,21.52,1.88,4.68,4.91,99.36,35.99,13.90%,8.25%,11.60%,13.00%,4.60%,1.24%,12.70%,21.80%,18.60%,1.4,0.9,0.25,0.42,54.60%,26.70%,19.20%,2/20/2023 4:30:00 PM,57.17,51.05,0.40%,-4.90%,75.50%,-0.80%,2.52%,4.7,273.33,-4.02%,-4.70%,-8.58%,-5.92%,-5.84%,-11.65%,1.78%,2.00%,2.1,0.86,0.92,4.59,-1.02%,-6.71%,-7.01%,-16.41%,7.76%,41.04,-0.65%,-0.15%
330,NEE,"NextEra Energy, Inc.",Utilities,Utilities - Regulated Electric,USA,155680.67,37.78,78.97,0.82%,5149229,23.38,3.43,7.43,4.0,97.24,33.22,15.70%,8.83%,2.50%,11.00%,4.10%,2.37%,2.70%,11.00%,3.40%,0.5,0.4,1.41,1.66,,19.50%,19.80%,1/25/2023 8:30:00 AM,1987.9,1983.26,0.21%,-0.16%,80.30%,0.98%,0.79%,1.68,9322.25,3.11%,6.36%,-4.43%,-3.42%,-8.53%,-5.54%,1.54%,2.07%,1.9,0.55,0.47,1.54,4.62%,5.53%,-2.08%,-13.55%,17.48%,65.73,0.43%,0.38%
331,NEM,Newmont Corporation,Basic Materials,Gold,USA,41369.86,,52.05,-0.04%,8404108,21.42,,3.47,2.14,11.01,,-141.80%,9.95%,-20.00%,13.50%,10.10%,3.07%,-1.10%,-2.10%,-1.00%,2.2,1.6,0.31,0.32,45.70%,1.70%,-3.60%,2/23/2023 8:30:00 AM,797.0,792.44,0.10%,-9.91%,82.30%,-3.08%,1.80%,1.79,7972.03,6.57%,23.46%,1.64%,18.56%,-34.82%,10.28%,2.80%,2.93%,2.6,1.05,0.34,1.39,9.89%,9.77%,9.97%,-39.74%,38.99%,71.67,0.87%,-0.90%
332,NFLX,"Netflix, Inc.",Communication Services,Entertainment,USA,152464.36,37.13,339.33,-0.88%,4656919,23.59,2.32,4.82,7.27,25.17,94.2,-14.40%,25.06%,44.90%,15.97%,22.00%,,9.60%,23.10%,12.80%,1.2,1.2,0.69,0.69,39.40%,17.80%,14.20%,4/18/2023 4:30:00 PM,445.2,438.6,1.44%,-0.06%,80.30%,2.92%,1.92%,1.1,7659.06,0.27%,8.83%,9.57%,43.34%,-10.74%,15.07%,2.35%,3.53%,2.3,0.61,1.27,10.97,6.80%,1.84%,23.65%,-10.57%,108.55%,58.19,-0.00%,-0.88%
333,NI,NiSource Inc.,Utilities,Utilities - Regulated Gas,USA,11834.93,16.99,28.82,0.45%,3067967,17.27,,2.02,1.96,290.07,13.51,33.20%,7.61%,14.10%,,3.70%,3.47%,3.00%,13.00%,6.30%,0.6,0.4,1.58,1.88,63.90%,21.60%,12.80%,2/22/2023 8:30:00 AM,409.5,404.59,0.35%,-0.34%,94.60%,-2.50%,1.57%,1.61,3956.03,3.52%,4.04%,6.23%,10.17%,-9.54%,5.11%,1.76%,2.38%,,0.78,0.46,0.6,5.14%,5.31%,3.87%,-11.55%,21.19%,63.83,0.10%,0.35%
334,NKE,"NIKE, Inc.",Consumer Cyclical,Footwear & Accessories,USA,187462.65,34.69,120.22,-0.56%,4256089,29.67,4.05,3.7,12.27,17.65,109.37,5.50%,25.29%,8.40%,8.56%,6.30%,1.13%,14.10%,36.90%,24.60%,2.7,1.8,0.58,0.62,43.90%,12.30%,11.10%,3/21/2023 4:30:00 PM,1559.0,939.15,0.20%,-0.81%,82.90%,-0.24%,1.13%,1.7,6217.88,0.10%,0.30%,-0.33%,31.96%,-9.13%,2.74%,2.02%,2.42%,2.2,0.68,1.11,2.85,0.03%,-1.57%,8.92%,-13.60%,46.22%,48.65,0.81%,-1.36%
335,NOC,Northrop Grumman Corporation,Industrials,Aerospace & Defense,USA,71602.77,14.93,470.39,-0.11%,575742,19.24,4.98,1.96,4.72,27.79,172.95,-27.70%,10.82%,11.90%,3.00%,7.10%,1.47%,11.50%,34.90%,9.40%,1.1,1.0,0.77,0.84,20.40%,9.80%,13.40%,4/27/2023 8:30:00 AM,153.7,151.16,0.10%,-9.70%,85.20%,0.75%,0.91%,1.23,1110.67,2.04%,1.10%,-11.00%,-2.90%,3.61%,-13.79%,1.47%,1.75%,2.4,0.52,0.5,7.92,3.10%,2.60%,-3.26%,-15.44%,9.16%,60.42,-0.90%,0.80%
336,NOW,"ServiceNow, Inc.",Technology,Software - Application,USA,94398.9,296.26,473.13,1.24%,1691109,41.69,12.48,13.03,19.05,22.06,43.44,41.00%,23.50%,34.10%,23.74%,30.40%,,2.80%,7.30%,4.30%,1.1,1.1,0.3,0.3,78.30%,4.90%,4.50%,4/26/2023 4:30:00 PM,202.64,200.49,0.10%,-31.57%,90.80%,-0.19%,1.69%,2.06,1645.73,7.62%,5.85%,29.16%,12.49%,-14.48%,21.86%,3.26%,3.06%,1.7,1.03,1.04,13.77,7.69%,5.98%,10.45%,-12.84%,40.39%,63.44,1.98%,-0.72%
337,NRG,"NRG Energy, Inc.",Utilities,Utilities - Independent Power Producers,USA,7992.23,7.16,34.82,1.19%,2270498,6.1,,0.25,2.09,18.59,,-42.00%,22.53%,27.80%,-3.30%,28.30%,4.34%,3.90%,25.30%,13.30%,1.3,1.2,2.08,2.1,13.00%,6.40%,3.90%,2/16/2023 8:30:00 AM,230.0,228.25,0.90%,2.31%,99.93%,-1.69%,5.91%,3.21,4199.54,4.10%,2.62%,9.67%,-16.10%,-7.44%,9.43%,2.37%,3.14%,2.8,0.54,1.02,0.95,7.15%,4.08%,-7.17%,-27.19%,15.11%,60.05,0.49%,0.70%
338,NSC,Norfolk Southern Corporation,Industrials,Railroads,USA,46217.25,14.79,205.41,1.17%,3111547,13.85,1.96,3.63,3.71,101.35,41.75,14.50%,8.63%,14.20%,7.55%,3.90%,2.63%,8.30%,25.00%,14.10%,0.8,0.7,1.14,1.19,50.10%,37.70%,25.60%,4/26/2023 8:30:00 AM,230.0,227.46,0.10%,-10.10%,76.80%,-1.32%,1.00%,1.35,1682.99,-1.64%,-5.04%,-17.00%,-7.06%,-21.67%,-16.64%,2.08%,2.22%,2.6,1.85,1.29,4.67,-0.27%,-7.95%,-12.71%,-25.75%,4.62%,41.3,1.00%,0.16%
339,NTAP,"NetApp, Inc.",Technology,Computer Hardware,USA,13435.38,10.88,63.0,0.30%,2875816,11.17,1.44,2.08,12.35,4.28,23.24,26.70%,4.33%,19.00%,7.53%,2.80%,3.17%,13.20%,135.60%,28.80%,1.3,1.3,2.17,2.17,65.40%,15.50%,19.90%,2/22/2023 4:30:00 PM,216.0,213.31,0.20%,-12.55%,91.40%,-1.87%,2.90%,3.27,1887.95,0.69%,-2.87%,2.72%,-6.24%,-22.37%,4.90%,1.89%,2.27%,2.6,1.52,1.18,1.43,1.21%,-2.55%,-5.59%,-22.22%,8.47%,49.3,0.83%,-0.53%
340,NTRS,Northern Trust Corporation,Financial,Asset Management,USA,18186.41,14.13,86.73,-0.93%,1989629,11.62,3.8,2.43,1.74,3.91,12.02,-14.00%,7.21%,5.50%,3.72%,6.10%,3.46%,0.80%,12.40%,0.90%,,,0.46,13.38,90.30%,23.60%,17.10%,4/25/2023 8:30:00 AM,208.42,207.3,0.20%,-0.55%,85.10%,-0.07%,1.84%,3.15,1214.07,-0.02%,-6.58%,-5.22%,-4.07%,-24.93%,-1.99%,2.08%,3.18%,2.9,1.64,1.09,2.51,1.54%,-5.44%,-6.10%,-25.60%,13.89%,46.97,-1.14%,0.22%
341,NUE,Nucor Corporation,Basic Materials,Steel,USA,36145.29,5.01,145.53,1.44%,2291942,12.33,,0.87,2.02,7.44,4.76,24.30%,-24.00%,52.00%,-7.50%,15.40%,1.40%,24.30%,44.50%,32.80%,3.4,2.1,0.36,0.36,30.10%,25.10%,18.30%,4/20/2023 8:30:00 AM,255.43,249.41,0.20%,-12.08%,83.10%,-1.68%,2.45%,3.26,1876.09,-3.85%,-16.02%,6.19%,23.49%,-2.20%,10.41%,3.83%,3.73%,2.9,1.22,1.58,5.38,-3.37%,-9.90%,4.84%,-22.55%,45.35%,39.63,1.78%,-0.33%
342,NVDA,NVIDIA Corporation,Technology,Semiconductors,USA,663961.12,155.3,270.37,0.58%,39696201,44.96,7.33,24.61,30.14,49.94,194.71,-54.70%,33.59%,8.60%,21.20%,22.70%,0.06%,10.30%,18.70%,13.30%,3.5,2.7,0.44,0.5,56.90%,15.70%,16.20%,2/22/2023 4:30:00 PM,2463.0,2358.39,0.40%,-5.61%,65.90%,-0.85%,1.60%,0.75,50284.16,-1.26%,11.81%,89.53%,104.69%,4.27%,85.01%,2.48%,3.32%,2.1,0.79,1.77,8.73,4.22%,14.88%,54.96%,-3.44%,150.04%,62.69,1.69%,-1.09%
343,NVR,"NVR, Inc.",Consumer Cyclical,Residential Construction,USA,17989.98,11.11,5468.08,-1.35%,18916,15.05,4.63,1.7,5.0,7.13,9.72,53.40%,-2.31%,28.30%,2.40%,10.80%,,31.30%,56.10%,39.90%,,,0.26,0.26,27.60%,21.70%,16.30%,1/31/2023 8:30:00 AM,3.21,3.0,0.30%,-60.67%,86.00%,-2.11%,2.13%,2.85,22.37,0.94%,2.46%,17.86%,27.37%,24.53%,18.55%,2.07%,2.29%,2.5,0.85,0.99,115.92,0.78%,3.77%,19.15%,-2.70%,52.91%,56.05,-1.27%,-0.08%
344,NWL,Newell Brands Inc.,Consumer Defensive,Household & Personal Products,USA,4979.71,25.72,12.14,0.83%,3160505,8.88,36.48,0.53,1.43,17.35,,-67.50%,32.08%,-21.60%,0.70%,-0.20%,7.58%,1.40%,5.20%,5.50%,1.3,0.6,1.35,1.53,30.20%,4.70%,2.10%,2/10/2023 8:30:00 AM,415.7,411.41,0.20%,-35.24%,94.80%,1.04%,5.66%,4.92,4733.13,0.83%,-9.74%,-13.96%,-16.22%,-43.51%,-7.19%,2.82%,3.25%,2.5,0.67,0.92,0.42,1.52%,-11.76%,-22.19%,-50.85%,7.91%,42.97,-0.08%,0.91%
345,NWS,News Corporation,Communication Services,Entertainment,USA,9973.56,34.2,17.44,-0.06%,827644,,,0.98,1.24,,,,,,,,1.15%,,,,,,,,,,,2/9/2023 4:30:00 PM,193.24,115.57,40.20%,-0.01%,39.77%,,2.34%,2.82,958.7,2.05%,3.13%,-7.68%,6.15%,-21.97%,-5.42%,1.86%,2.08%,,0.86,,0.38,5.29%,-3.76%,-1.05%,-22.35%,15.12%,55.18,0.00%,-0.06%
346,NWSA,News Corporation,Communication Services,Entertainment,USA,9994.67,33.86,17.27,-0.29%,1987135,24.26,,0.98,1.23,7.53,51.79,89.10%,63.68%,23.10%,-2.38%,5.00%,1.16%,1.80%,3.70%,6.70%,1.3,1.2,0.37,0.37,49.20%,3.60%,2.90%,2/9/2023 4:30:00 PM,576.0,495.38,0.10%,-3.94%,99.10%,-0.70%,1.69%,2.84,2945.76,1.77%,2.98%,-7.55%,7.00%,-21.50%,-5.11%,1.88%,2.12%,2.2,0.67,1.32,0.38,5.08%,-3.85%,-0.62%,-22.20%,16.14%,54.85,0.00%,-0.29%
347,NXPI,NXP Semiconductors N.V.,Technology,Semiconductors,Netherlands,44901.3,16.11,170.1,-1.69%,1930684,12.29,1.63,3.4,5.93,11.68,14.6,55.50%,10.57%,19.80%,9.87%,7.40%,2.38%,12.40%,39.80%,17.50%,2.1,1.6,1.5,0.0,56.90%,28.60%,21.10%,5/1/2023 4:30:00 PM,259.66,258.38,0.10%,0.00%,94.10%,-2.32%,2.32%,2.89,2069.72,-6.34%,-6.80%,10.81%,5.49%,-2.84%,7.64%,2.87%,3.15%,2.3,0.93,1.53,5.63,-4.49%,-6.48%,1.45%,-14.21%,28.79%,41.14,-1.16%,-0.53%
348,O,Realty Income Corporation,Real Estate,REIT - Retail,USA,41422.59,44.06,62.57,-0.22%,3176977,41.77,1.95,12.39,1.38,242.1,63.24,63.90%,6.85%,5.20%,22.62%,22.40%,4.89%,1.90%,3.20%,1.60%,,,0.63,0.63,93.20%,24.20%,26.00%,5/3/2023 4:30:00 PM,633.67,626.41,0.10%,-3.75%,83.00%,3.25%,2.64%,4.62,3583.82,-0.06%,-3.05%,-1.29%,5.12%,-11.46%,-1.36%,1.29%,1.97%,2.4,0.89,0.8,1.1,1.02%,-2.96%,-4.30%,-17.02%,12.74%,48.93,-0.40%,0.18%
349,ODFL,"Old Dominion Freight Line, Inc.",Industrials,Trucking,USA,35756.51,26.74,325.77,0.25%,488997,24.56,1.81,5.71,9.84,151.7,45.72,37.10%,11.11%,33.20%,14.76%,13.30%,0.49%,28.70%,38.60%,36.70%,1.8,1.8,0.02,0.03,86.40%,29.40%,22.00%,4/26/2023 8:30:00 AM,110.33,96.33,12.63%,-0.41%,76.40%,-1.18%,4.64%,5.67,788.19,-2.35%,-7.04%,15.73%,19.55%,20.96%,14.80%,2.79%,2.79%,2.9,0.62,1.08,9.13,-2.22%,-4.96%,9.77%,-14.68%,40.84%,41.33,0.53%,-0.28%
350,OGN,Organon & Co.,Healthcare,Drug Manufacturers - General,USA,6013.61,6.66,23.95,1.31%,1341167,5.07,,0.97,,8.52,16.17,-32.40%,8.20%,-12.80%,-2.00%,-10.10%,4.68%,8.60%,-84.40%,11.40%,1.6,1.2,,,63.00%,18.20%,14.90%,2/16/2023 8:30:00 AM,254.37,254.22,0.08%,0.00%,78.60%,-0.05%,2.51%,2.93,2179.05,3.72%,1.14%,-16.96%,-6.55%,-32.34%,-14.25%,2.78%,2.86%,2.5,0.62,,0.7,6.72%,-6.15%,-13.76%,-38.73%,14.27%,54.08,0.04%,1.27%
